scale,m_t_c,m_t_cw,m_t_r,m_t_rw,m_t_min,dz,p,n_up,ec_frac_rhythmic,eo_frac_rhythmic,rho,top1,exemplar_RI,comparison_RI,frac_label_changed,hold,eeg_hold
0.1,0.49820883241368974,0.3271147279397595,0.38290967063465225,0.20716075237845502,0.10142420492403892,1.383028123265848,0.00010126725591341653,15,0.5202952029520295,0.06382978723404255,0.008797181333371642,1.0,2.439662443658867,1.3184014194995357,0.030239571117440106,True,True
0.1,0.541418378701071,0.3076384298296333,0.40095862124502013,0.20314144659023903,0.09849743762007866,1.4047834275668014,8.700191182367272e-05,15,0.4870848708487085,0.031914893617021274,-0.006339874404637124,1.0,2.3748567630614126,1.3316257058973786,0.00762271737309432,True,True
0.1,0.5199217108269938,0.32381275541584637,0.4260946687449867,0.1926132726504608,0.09334005171764642,1.3655037093323825,0.000114521480985864,15,0.4575645756457565,0.010638297872340425,0.02475996363384734,1.0,2.293751629773193,1.366265416026956,0.03258502261685375,True,True
0.1,0.47954764196713895,0.27314795371963874,0.3676566919646916,0.19806867772830483,0.09523371787013638,1.450538610791536,6.341787685217757e-05,15,0.5682656826568265,0.06382978723404255,-0.03711325982827681,1.0,2.499389740958221,1.3483160877182785,0.028312950242921762,True,True
0.1,0.5419096469465566,0.2837353692761669,0.4061968931905722,0.20394781438819393,0.09323605734936227,1.3727280582931471,0.00010885120797348132,15,0.47601476014760147,0.031914893617021274,-0.045344223175688016,1.0,2.357126756427122,1.328972601290753,0.013067515496733122,True,True
0.1,0.4522168960820541,0.28472118716929357,0.36959663816944943,0.20027565200704323,0.10630145983142232,1.4897468387545985,4.8532301184975244e-05,15,0.5645756457564576,0.06382978723404255,-0.010096230406741919,1.0,2.491519714185707,1.3410547193445965,0.02680515999329871,True,True
0.1,0.520704239670723,0.30849062731891086,0.3695075356377605,0.1903534929927697,0.0912128986269717,1.420836870812476,7.782848485203695e-05,15,0.5645756457564576,0.06382978723404255,0.007013859415073617,1.0,2.491879377168949,1.3737005242182616,0.030742167867314457,True,True
0.1,0.5222987152351882,0.3271729802541636,0.42708288460333094,0.1921569998002323,0.10054987509135496,1.398030279927839,9.119121397166442e-05,15,0.4575645756457565,0.010638297872340425,0.037758105275601875,1.0,2.290758051890792,1.3677666411551042,0.029736974367565755,True,True
0.1,0.4869933097299875,0.3032954525203597,0.37309787416123436,0.19023106917979213,0.09624991817201067,1.4220894398529986,7.715650274837863e-05,15,0.5535055350553506,0.06382978723404255,0.010658935868237178,1.0,2.4775229512250396,1.3741033220271464,0.02244932149438767,True,True
0.1,0.4590899004619352,0.2900661297850017,0.39610062398182627,0.1944327891049011,0.0913957425612404,1.3872910060041512,9.829139631941397e-05,15,0.5055350553505535,0.031914893617021274,-0.019194920701376135,1.0,2.391718767279165,1.3602788581567755,0.011475959122131011,True,True
0.1,0.45482673602244783,0.2912368588261867,0.4136027487618308,0.2116089383729806,0.1051487046522126,1.4255985337622137,7.530595516012116e-05,15,0.46863468634686345,0.02127659574468085,-0.027646869252114136,1.0,2.3328264228822464,1.3037660350222104,0.0187636119953091,True,True
0.1,0.4644233021983297,0.3110528632010757,0.41397136941257495,0.2021069425235413,0.10538220411973664,1.4128833373770902,8.224027648929465e-05,15,0.46863468634686345,0.02127659574468085,0.009493093948048075,1.0,2.3316396080935107,1.3350294225535868,0.019768805495057797,True,True
